Control,Stop,Synonymous,Missense
,,,-0.79544
,,,-0.79516
,,,-0.79456
,,,-0.79384
,,,-0.7938
,,,-0.79026
,,,-0.78875
,,,-0.78814
,,,-0.78735
,,,-0.78649
,,,-0.78552
,,,-0.77981
,,,-0.77784
,,,-0.77772
,,,-0.77647
,,,-0.77328
,,,-0.77073
,,,-0.76924
,,,-0.76831
,,,-0.76783
,,,-0.76507
,,,-0.76098
,,,-0.76077
,,,-0.76021
,,,-0.75995
,,,-0.75667
,,,-0.75549
,,,-0.75472
,,,-0.75252
,,,-0.75224
,,,-0.74572
,,,-0.74363
,,,-0.7428
,,,-0.74157
,,,-0.74147
,,,-0.73898
,,,-0.7362
,,,-0.73616
,,,-0.73602
,,,-0.73521
,,,-0.73382
,,,-0.73276
,,,-0.73202
,,,-0.73039
,,,-0.72887
,,,-0.72858
,,,-0.7282
,,,-0.72736
,,,-0.72713
,,,-0.72677
,,,-0.72605
,,,-0.72465
,,,-0.72032
,,,-0.7198
,,,-0.71944
,,,-0.718
,,,-0.71788
,,,-0.71743
,,,-0.71488
,,,-0.71461
,,,-0.71304
,,,-0.71281
,,,-0.71171
,,,-0.71112
,,,-0.70743
,,,-0.70621
,,,-0.70506
,,,-0.70086
,,,-0.69951
,,,-0.69867
,,,-0.69782
,,,-0.69754
,,,-0.69655
,,,-0.69639
,,,-0.69472
,,,-0.69423
,,,-0.69366
,,,-0.69324
,,,-0.69318
,,,-0.6899
,,,-0.68883
,,,-0.68603
,,,-0.68346
,,,-0.67777
,,,-0.67498
,,,-0.67433
,,,-0.67244
,,,-0.67236
,,,-0.67221
,,,-0.66851
,,,-0.66838
,,,-0.66684
,,,-0.66575
,,,-0.66539
,,,-0.66496
,,,-0.66441
,,,-0.66318
,,,-0.66054
,,,-0.65863
,,,-0.65672
,,,-0.65625
,,,-0.6562
,,,-0.65424
,,,-0.65392
,,,-0.65356
,,,-0.65137
,,,-0.65029
,,,-0.64997
,,,-0.6499
,,,-0.64811
,,,-0.64662
,,,-0.64587
,,,-0.64533
,,,-0.64515
,,,-0.64431
,,,-0.64393
,,,-0.64302
,,,-0.64053
,,,-0.64037
,,,-0.63869
,,,-0.63658
,,,-0.63557
,,,-0.63483
,,,-0.63263
,,,-0.63212
,,,-0.63076
,,,-0.62979
,,,-0.62653
,,,-0.62579
,,,-0.62547
,,,-0.62514
,,,-0.62144
,,,-0.6202
,,,-0.61989
,,,-0.61905
,,,-0.61896
,,,-0.61828
,,,-0.61739
,,,-0.61692
,,,-0.61626
,,,-0.61547
,,,-0.61545
,,,-0.61465
,,,-0.61274
,,,-0.6113
,,,-0.61021
,,,-0.60906
,,,-0.6066
,,,-0.60591
,,,-0.60539
,,,-0.6053
,,,-0.60525
,,,-0.60477
,,,-0.60178
,,,-0.60107
,,,-0.60082
,,,-0.60039
,,,-0.60037
,,,-0.60024
,,,-0.59866
,,,-0.59836
,,,-0.59723
,,,-0.59611
,,,-0.59505
,,,-0.59411
,,,-0.59256
,,,-0.59096
,,,-0.59003
,,,-0.5893
,,,-0.58923
,,,-0.58715
,,,-0.5865
,,,-0.58585
,,,-0.58482
,,,-0.58337
,,,-0.58333
,,,-0.57961
,,,-0.57543
,,,-0.57518
,,,-0.57493
,,,-0.57474
,,,-0.57245
,,,-0.57199
,,,-0.57197
,,,-0.56835
,,,-0.56821
,,,-0.56769
,,,-0.56768
,,,-0.5652
,,,-0.5652
,,,-0.56495
,,,-0.56422
,,,-0.56206
,,,-0.56155
,,,-0.55844
,,,-0.55817
,,,-0.55103
,,,-0.5495
,,,-0.5483
,,,-0.54796
,,,-0.54716
,,,-0.54613
,,,-0.54531
,,,-0.54375
,,,-0.54292
,,,-0.54043
,,,-0.54032
,,,-0.53937
,,,-0.53825
,,,-0.53675
,,,-0.53668
,,,-0.53662
,,,-0.53653
,,,-0.53562
,,,-0.53443
,,,-0.53434
,,,-0.53246
,,,-0.52913
,,,-0.52823
,,,-0.52819
,,,-0.52727
,,,-0.5249
,,,-0.52438
,,,-0.52349
,,,-0.52142
,,,-0.52136
,,,-0.52131
,,,-0.51918
,,,-0.51687
,,,-0.51682
,,,-0.51475
,,,-0.51443
,,,-0.51312
,,,-0.51216
,,,-0.51178
,,,-0.51099
,,,-0.51011
,,,-0.51
,,,-0.50624
,,,-0.50534
,,,-0.50484
,,,-0.50468
,,,-0.50275
,,,-0.50129
,,,-0.50064
,,,-0.50004
,,,-0.49908
,,,-0.49586
,,,-0.49541
,,,-0.49513
,,,-0.49432
,,,-0.49374
,,,-0.49265
,,,-0.48805
,,,-0.48802
,,,-0.48797
,,,-0.48532
,,,-0.48443
,,,-0.4835
,,,-0.48309
,,,-0.48288
,,,-0.47989
,,,-0.47965
,,,-0.47832
,,,-0.47487
,,,-0.47391
,,,-0.4712
,,,-0.46913
,,,-0.46737
,,,-0.46733
,,,-0.46719
,,,-0.467
,,,-0.46692
,,,-0.46468
,,,-0.46141
,,,-0.45873
,,,-0.45835
,,,-0.45828
,,,-0.45808
,,,-0.45559
,,,-0.45317
,,,-0.45311
,,,-0.45276
,,,-0.45247
,,,-0.45128
,,,-0.44921
,,,-0.44895
,,,-0.44891
,,,-0.44874
,,,-0.44835
,,,-0.44589
,,,-0.44302
,,,-0.43511
,,,-0.43417
,,,-0.43337
,,,-0.43328
,,,-0.43316
,,,-0.43266
,,,-0.43266
,,,-0.43249
,,,-0.43224
,,,-0.42979
,,,-0.4279
,,,-0.42759
,,,-0.42723
,,,-0.4267
,,,-0.42629
,,,-0.42587
,,,-0.42405
,,,-0.42177
,,,-0.42129
,,,-0.42075
,,,-0.42074
,,,-0.42059
,,,-0.41962
,,,-0.41954
,,,-0.41947
,,,-0.41842
,,,-0.41788
,,,-0.41745
,,,-0.41591
,,,-0.41449
,,,-0.41234
,,,-0.41133
,,,-0.41115
,,,-0.41032
,,,-0.40984
,,,-0.40901
,,,-0.40777
,,,-0.40755
,,,-0.40302
,,,-0.4029
,,,-0.40123
,,,-0.40064
,,,-0.40053
,,,-0.39733
,,,-0.39673
,,,-0.39644
,,,-0.39613
,,,-0.39339
,,,-0.39266
,,,-0.39192
,,,-0.38815
,,,-0.3875
,,,-0.38737
,,,-0.38582
,,,-0.38306
,,,-0.38282
,,,-0.38251
,,,-0.38221
,,,-0.3816
,,,-0.3815
,,,-0.38063
,,,-0.37981
,,,-0.3785
,,,-0.3784
,,,-0.37692
,,,-0.37468
,,,-0.37417
,,,-0.37121
,,,-0.37033
,,,-0.36856
,,,-0.3682
,,,-0.36793
,,,-0.36789
,,,-0.36761
,,,-0.3674
,,,-0.36713
,,,-0.36708
,,,-0.36687
,,,-0.36499
,,,-0.36468
,,,-0.36448
,,,-0.36401
,,,-0.36378
,,,-0.36337
,,,-0.36299
,,,-0.36288
,,,-0.3625
,,,-0.36091
,,,-0.36055
,,,-0.3602
,,,-0.36013
,,,-0.35777
,,,-0.35558
,,,-0.35499
,,,-0.35401
,,,-0.35294
,,,-0.35153
,,,-0.35132
,,,-0.35127
,,,-0.35115
,,,-0.35094
,,,-0.3499
,,,-0.34779
,,,-0.34725
,,,-0.34702
,,,-0.347
,,,-0.34696
,,,-0.34657
,,,-0.34648
,,,-0.34426
,,,-0.34319
,,,-0.34263
,,,-0.34172
,,,-0.34122
,,,-0.34061
,,,-0.34055
,,,-0.34013
,,,-0.34007
,,,-0.33865
,,,-0.33669
,,,-0.33633
,,,-0.33308
,,,-0.33165
,,,-0.33127
,,,-0.33118
,,,-0.32959
,,,-0.32842
,,,-0.32819
,,,-0.32736
,,,-0.3273
,,,-0.32517
,,,-0.32503
,,,-0.32419
,,,-0.32283
,,,-0.32193
,,,-0.31939
,,,-0.31797
,,,-0.31719
,,,-0.3153
,,,-0.31312
,,,-0.31288
,,,-0.31065
,,,-0.30978
,,,-0.30902
,,,-0.30556
,,,-0.3051
,,,-0.30446
,,,-0.30304
,,,-0.303
,,,-0.30265
,,,-0.3023
,,,-0.30229
,,,-0.30134
,,,-0.29996
,,,-0.29913
,,,-0.29822
,,,-0.29707
,,,-0.29545
,,,-0.29475
,,,-0.29442
,,,-0.29415
,,,-0.29393
,,,-0.29157
,,,-0.2893
,,,-0.28868
,,,-0.28839
,,,-0.28778
,,,-0.28632
,,,-0.28482
,,,-0.28455
,,,-0.28316
,,,-0.2831
,,,-0.28256
,,,-0.28239
,,,-0.28219
,,,-0.28159
,,,-0.2759
,,,-0.27465
,,,-0.27427
,,,-0.27416
,,,-0.27338
,,,-0.27325
,,,-0.27247
,,,-0.27152
,,,-0.2699
,,,-0.26901
,,,-0.26892
,,,-0.26777
,,,-0.26679
,,,-0.26596
,,,-0.26243
,,,-0.26198
,,,-0.25871
,,,-0.25807
,,,-0.25803
,,,-0.25549
,,,-0.25546
,,,-0.25426
,,,-0.25246
,,,-0.25207
,,,-0.2513
,,,-0.24988
,,,-0.24978
,,,-0.24603
,,,-0.24406
,,,-0.24206
,,,-0.24126
,,,-0.24125
,,,-0.24085
,,,-0.24028
,,,-0.23926
,,,-0.23906
,,,-0.23867
,,,-0.23861
,,,-0.23824
,,,-0.23788
,,,-0.23314
,,,-0.23293
,,,-0.23198
,,,-0.23187
,,,-0.23041
,,,-0.22987
,,,-0.22948
,,,-0.22806
,,,-0.22576
,,,-0.22559
,,,-0.22414
,,,-0.22387
,,,-0.22337
,,,-0.22334
,,,-0.21936
,,,-0.2192
,,,-0.21737
,,,-0.21723
,,,-0.2163
,,,-0.21592
,,,-0.21577
,,,-0.2157
,,,-0.21479
,,,-0.21338
,,,-0.21115
,,,-0.21047
,,,-0.21014
,,,-0.20916
,,,-0.20877
,,,-0.20846
,,,-0.20827
,,,-0.20687
,,,-0.20672
,,,-0.20633
,,,-0.20497
,,,-0.20497
,,,-0.20306
,,,-0.20301
,,,-0.20286
,,,-0.20241
,,,-0.20116
,,,-0.198
,,,-0.19736
,,,-0.19699
,,,-0.19593
,,,-0.19466
,,,-0.19451
,,,-0.19385
,,,-0.1936
,,,-0.1934
,,,-0.19115
,,,-0.18974
,,,-0.18648
,,,-0.18617
,,,-0.18513
,,,-0.18375
,,,-0.18336
,,,-0.18305
,,,-0.18281
,,,-0.1813
,,,-0.17925
,,,-0.17652
,,,-0.17312
,,,-0.17281
,,,-0.17208
,,,-0.1718
,,,-0.171
,,,-0.16992
,,,-0.16989
,,,-0.16946
,,,-0.16945
,,,-0.1693
,,,-0.16762
,,,-0.16552
,,,-0.16155
,,,-0.16021
,,,-0.15779
,,,-0.15739
,,,-0.15647
,,,-0.15637
,,,-0.15611
,,,-0.15567
,,,-0.15551
,,,-0.1542
,,,-0.1536
,,,-0.15295
,,,-0.1518
,,,-0.15124
,,,-0.15074
,,,-0.15013
,,,-0.1495
,,,-0.14923
,,,-0.14658
,,,-0.14629
,,,-0.14406
,,,-0.14332
,,,-0.14329
,,,-0.14043
,,,-0.14
,,,-0.1386
,,,-0.1382
,,,-0.13549
,,,-0.13546
,,,-0.13414
,,,-0.13264
,,,-0.13235
,,,-0.13093
,,,-0.1297
,,,-0.12897
,,,-0.12648
,,,-0.12533
,,,-0.12292
,,,-0.12286
,,,-0.12284
,,,-0.12173
,,,-0.12153
,,,-0.12068
,,,-0.12059
,,,-0.11999
,,,-0.11376
,,,-0.11355
,,,-0.113
,,,-0.11083
,,,-0.10944
,,,-0.10932
,,,-0.10754
,,,-0.10714
,,,-0.10677
,,,-0.10361
,,,-0.10315
,,,-0.10311
,,,-0.1031
,,,-0.1023
,,,-0.09897
,,,-0.09837
,,,-0.09684
,,,-0.09576
,,,-0.09429
,,,-0.09395
,,,-0.09349
,,,-0.09348
,,,-0.09304
,,,-0.09202
,,,-0.09144
,,,-0.08925
,,,-0.0875
,,,-0.08643
,,,-0.08494
,,,-0.08466
,,,-0.08453
,,,-0.08344
,,,-0.08196
,,,-0.08192
,,,-0.07876
,,,-0.07774
,,,-0.07723
,,,-0.07666
,,,-0.07656
,,,-0.07534
,,,-0.07456
,,,-0.07449
,,,-0.07446
,,,-0.07421
,,,-0.0715
,,,-0.07033
,,,-0.0699
,,,-0.06986
,,,-0.06806
,,,-0.06753
,,,-0.06379
,,,-0.06375
,,,-0.06367
,,,-0.06229
,,,-0.06191
,,,-0.06042
,,,-0.0604
,,,-0.06019
,,,-0.05888
,,,-0.05858
,,,-0.05833
,,,-0.05781
,,,-0.05778
,,,-0.05772
,,,-0.05717
,,,-0.05709
,,,-0.05631
,,,-0.05615
,,,-0.05507
,,,-0.05412
,,,-0.05365
,,,-0.05358
,,,-0.0532
,,,-0.05307
,,,-0.05251
,,,-0.05167
,,,-0.0511
,,,-0.05063
,,,-0.0499
,,,-0.04965
,,,-0.04963
,,,-0.04661
,,,-0.0458
,,,-0.04486
,,,-0.0436
,,,-0.04317
,,,-0.04282
,,,-0.04211
,,,-0.03855
,,,-0.03641
,,,-0.03557
,,,-0.03549
,,,-0.03506
,,,-0.03363
,,,-0.0321
,,,-0.03048
,,,-0.0296
,,,-0.02632
,,,-0.02594
,,,-0.02269
,,,-0.02024
,,,-0.01994
,,,-0.01936
,,,-0.01876
,,,-0.01798
,,,-0.01663
,,,-0.01617
,,,-0.01603
,,,-0.01592
,,,-0.01573
,,,-0.01477
,,,-0.0147
,,,-0.0127
,,,-0.01248
,,,-0.01243
,,,-0.00973
,,,-0.00905
,,,-0.00816
,,,-0.00763
,,,-0.00628
,,,-0.00608
,,,-0.00598
,,,-0.00569
,,,-0.0056
,,,-0.00281
,,,-0.002
,,,-0.00102
,,,-0.00064
,,,-0.00036
,,,0.001686
,,,0.002548
,,,0.002915
,,,0.003717
,,,0.003753
,,,0.005218
,,,0.005912
,,,0.006397
,,,0.006687
,,,0.007223
,,,0.007345
,,,0.007415
,,,0.009486
,,,0.01073
,,,0.011169
,,,0.01163
,,,0.011869
,,,0.013521
,,,0.014343
,,,0.014357
,,,0.016316
,,,0.016376
,,,0.021577
,,,0.021771
,,,0.022116
,,,0.022449
,,,0.023502
,,,0.025031
,,,0.026099
,,,0.026196
,,,0.029705
,,,0.029839
,,,0.029952
,,,0.030834
,,,0.031639
,,,0.032025
,,,0.032266
,,,0.032274
,,,0.032302
,,,0.032805
,,,0.0332
,,,0.033427
,,,0.035538
,,,0.036442
,,,0.038945
,,,0.039728
,,,0.039877
,,,0.039958
,,,0.04011
,,,0.040731
,,,0.041713
,,,0.041811
,,,0.041944
,,,0.043244
,,,0.043496
,,,0.04352
,,,0.045856
,,,0.046939
,,,0.047296
,,,0.047606
,,,0.048283
,,,0.048758
,,,0.04892
,,,0.049844
,,,0.051479
,,,0.052249
,,,0.052786
,,,0.052863
,,,0.057364
,,,0.060199
,,,0.060791
,,,0.062581
,,,0.06488
,,,0.065005
,,,0.066003
,,,0.067093
,,,0.067767
,,,0.068998
,,,0.071538
,,,0.071797
,,,0.072062
,,,0.072085
,,,0.072341
,,,0.072884
,,,0.074839
,,,0.075145
,,,0.07627
,,,0.076729
,,,0.076807
,,,0.07703
,,,0.079365
,,,0.079586
,,,0.080185
,,,0.080341
,,,0.081114
,,,0.081153
,,,0.082027
,,,0.082118
,,,0.082219
,,,0.083996
,,,0.085447
,,,0.085603
,,,0.087204
,,,0.087476
,,,0.088991
,,,0.090242
,,,0.090677
,,,0.091236
,,,0.09249
,,,0.092534
,,,0.092777
,,,0.093475
,,,0.094757
,,,0.096229
,,,0.09725
,,,0.099719
,,,0.100531
,,,0.100921
,,,0.101236
,,,0.105135
,,,0.106285
,,,0.106666
,,,0.107528
,,,0.108212
,,,0.109485
,,,0.109995
,,,0.111697
,,,0.112197
,,,0.113194
,,,0.113688
,,,0.113966
,,,0.114355
,,,0.114573
,,,0.114653
,,,0.115033
,,,0.115778
,,,0.117042
,,,0.11819
,,,0.119696
,,,0.119851
,,,0.121189
,,,0.122955
,,,0.12311
,,,0.124663
,,,0.124907
,,,0.12653
,,,0.12728
,,,0.128053
,,,0.129186
,,,0.129273
,,,0.129813
,,,0.130413
,,,0.131032
,,,0.131325
,,,0.133619
,,,0.133763
,,,0.134136
,,,0.13477
,,,0.134793
,,,0.135926
,,,0.136487
,,,0.139441
,,,0.140946
,,,0.141047
,,,0.14265
,,,0.144569
,,,0.144882
,,,0.145388
,,,0.145424
,,,0.145528
,,,0.147527
,,,0.147825
,,,0.148914
,,,0.1503
,,,0.150725
,,,0.151199
,,,0.151756
,,,0.152345
,,,0.154594
,,,0.155139
,,,0.155752
,,,0.156049
,,,0.156585
,,,0.156745
,,,0.156937
,,,0.15828
,,,0.158281
,,,0.158428
,,,0.158543
,,,0.158601
,,,0.159805
,,,0.160471
,,,0.160843
,,,0.161506
,,,0.162021
,,,0.162172
,,,0.162175
,,,0.163869
,,,0.164387
,,,0.16714
,,,0.168938
,,,0.170337
,,,0.170463
,,,0.170892
,,,0.172464
,,,0.17249
,,,0.173578
,,,0.173948
,,,0.175635
,,,0.175818
,,,0.176041
,,,0.176806
,,,0.177397
,,,0.177927
,,,0.178196
,,,0.179127
,,,0.180102
,,,0.180184
,,,0.183457
,,,0.184481
,,,0.184502
,,,0.18551
,,,0.185894
,,,0.187039
,,,0.187525
,,,0.18831
,,,0.188907
,,,0.189377
,,,0.189685
,,,0.191282
,,,0.191865
,,,0.194959
,,,0.195262
,,,0.195845
,,,0.196404
,,,0.196791
,,,0.196966
,,,0.196974
,,,0.198093
,,,0.19961
,,,0.200959
,,,0.201376
,,,0.201627
,,,0.202332
,,,0.203424
,,,0.203463
,,,0.203883
,,,0.203897
,,,0.205066
,,,0.206367
,,,0.208001
,,,0.210804
,,,0.212378
,,,0.213384
,,,0.216465
,,,0.218441
,,,0.220127
,,,0.220848
,,,0.22122
,,,0.22162
,,,0.221773
,,,0.223173
,,,0.223666
,,,0.224159
,,,0.225625
,,,0.227222
,,,0.229054
,,,0.229231
,,,0.230251
,,,0.2305
,,,0.231275
,,,0.2341
,,,0.234525
,,,0.234823
,,,0.234862
,,,0.2351
,,,0.235339
,,,0.235579
,,,0.236541
,,,0.237617
,,,0.238496
,,,0.238672
,,,0.240798
,,,0.241212
,,,0.243239
,,,0.2435
,,,0.243901
,,,0.244286
,,,0.244306
,,,0.244972
,,,0.246788
,,,0.248056
,,,0.250029
,,,0.250344
,,,0.250645
,,,0.251853
,,,0.251854
,,,0.25194
,,,0.25288
,,,0.253343
,,,0.253757
,,,0.253997
,,,0.254046
,,,0.254396
,,,0.254652
,,,0.256384
,,,0.257548
,,,0.257669
,,,0.25928
,,,0.25963
,,,0.25988
,,,0.260114
,,,0.260875
,,,0.260913
,,,0.261147
,,,0.261633
,,,0.26275
,,,0.263189
,,,0.263529
,,,0.266095
,,,0.266382
,,,0.26811
,,,0.26815
,,,0.268421
,,,0.269307
,,,0.269739
,,,0.270992
,,,0.271079
,,,0.271666
,,,0.272302
,,,0.273035
,,,0.273691
,,,0.275621
,,,0.276068
,,,0.276068
,,,0.27671
,,,0.277438
,,,0.277893
,,,0.278292
,,,0.278426
,,,0.278979
,,,0.279018
,,,0.279206
,,,0.280067
,,,0.281613
,,,0.282038
,,,0.282422
,,,0.284942
,,,0.285141
,,,0.287657
,,,0.287996
,,,0.287999
,,,0.288223
,,,0.288683
,,,0.289578
,,,0.289603
,,,0.289862
,,,0.289971
,,,0.29088
,,,0.291279
,,,0.293206
,,,0.2938
,,,0.293881
,,,0.295384
,,,0.295493
,,,0.296109
,,,0.296408
,,,0.297676
,,,0.297925
,,,0.299353
,,,0.300553
,,,0.300667
,,,0.301242
,,,0.301405
,,,0.303045
,,,0.303347
,,,0.304831
,,,0.305031
,,,0.305348
,,,0.306182
,,,0.306197
,,,0.306414
,,,0.306414
,,,0.307003
,,,0.307048
,,,0.307205
,,,0.308625
,,,0.308899
,,,0.308906
,,,0.310354
,,,0.311538
,,,0.31215
,,,0.312249
,,,0.31295
,,,0.313707
,,,0.314129
,,,0.314607
,,,0.315623
,,,0.316108
,,,0.317577
,,,0.317988
,,,0.318431
,,,0.319669
,,,0.320047
,,,0.323326
,,,0.323396
,,,0.323657
,,,0.32491
,,,0.325462
,,,0.326338
,,,0.326489
,,,0.326996
,,,0.327696
,,,0.329047
,,,0.329111
,,,0.331098
,,,0.331148
,,,0.331574
,,,0.332149
,,,0.333887
,,,0.334233
,,,0.33431
,,,0.335553
,,,0.335613
,,,0.335937
,,,0.336064
,,,0.337707
,,,0.338819
,,,0.339572
,,,0.339888
,,,0.340787
,,,0.34112
,,,0.341225
,,,0.34169
,,,0.341828
,,,0.342001
,,,0.34222
,,,0.343386
,,,0.344647
,,,0.344707
,,,0.345034
,,,0.34731
,,,0.347753
,,,0.348417
,,,0.34873
,,,0.348871
,,,0.349863
,,,0.352283
,,,0.353525
,,,0.354064
,,,0.354204
,,,0.354468
,,,0.354713
,,,0.355516
,,,0.35649
,,,0.357968
,,,0.360834
,,,0.361675
,,,0.361837
,,,0.362495
,,,0.36295
,,,0.363828
,,,0.36472
,,,0.364891
,,,0.364944
,,,0.36517
,,,0.365272
,,,0.365292
,,,0.36576
,,,0.366117
,,,0.367627
,,,0.368458
,,,0.368505
,,,0.369072
,,,0.36965
,,,0.370813
,,,0.370854
,,,0.373187
,,,0.374659
,,,0.37545
,,,0.375489
,,,0.375895
,,,0.376314
,,,0.378986
,,,0.379226
,,,0.38217
,,,0.382864
,,,0.384832
,,,0.384986
,,,0.385024
,,,0.386901
,,,0.387248
,,,0.388174
,,,0.390532
,,,0.391229
,,,0.392194
,,,0.392246
,,,0.392566
,,,0.394417
,,,0.39453
,,,0.395232
,,,0.396632
,,,0.39688
,,,0.398039
,,,0.398138
,,,0.398481
,,,0.39866
,,,0.399048
,,,0.399188
,,,0.399448
,,,0.400472
,,,0.401609
,,,0.401994
,,,0.402732
,,,0.403111
,,,0.403654
,,,0.404263
,,,0.405087
,,,0.406069
,,,0.406069
,,,0.406495
,,,0.40879
,,,0.408928
,,,0.409313
,,,0.409938
,,,0.41018
,,,0.410795
,,,0.415641
,,,0.416225
,,,0.416857
,,,0.417372
,,,0.417749
,,,0.419238
,,,0.419337
,,,0.421754
,,,0.422699
,,,0.423582
,,,0.424004
,,,0.42446
,,,0.425457
,,,0.425473
,,,0.425575
,,,0.427864
,,,0.428198
,,,0.428921
,,,0.430054
,,,0.430475
,,,0.431584
,,,0.432868
,,,0.434702
,,,0.434944
,,,0.436127
,,,0.436254
,,,0.436398
,,,0.436652
,,,0.437015
,,,0.437587
,,,0.438925
,,,0.439587
,,,0.44164
,,,0.441669
,,,0.44171
,,,0.442097
,,,0.44278
,,,0.443323
,,,0.443615
,,,0.445105
,,,0.445221
,,,0.44883
,,,0.451899
,,,0.452028
,,,0.453195
,,,0.455948
,,,0.456212
,,,0.457981
,,,0.458038
,,,0.45833
,,,0.458619
,,,0.459482
,,,0.46046
,,,0.461813
,,,0.462096
,,,0.462158
,,,0.462449
,,,0.462544
,,,0.463016
,,,0.464079
,,,0.464414
,,,0.466957
,,,0.467289
,,,0.467379
,,,0.46738
,,,0.469544
,,,0.469576
,,,0.470602
,,,0.470701
,,,0.47084
,,,0.472039
,,,0.472936
,,,0.473527
,,,0.473852
,,,0.474193
,,,0.474792
,,,0.47538
,,,0.476189
,,,0.476549
,,,0.477739
,,,0.479274
,,,0.480126
,,,0.480493
,,,0.481125
,,,0.481618
,,,0.483091
,,,0.484012
,,,0.485112
,,,0.485174
,,,0.485653
,,,0.486265
,,,0.487326
,,,0.488662
,,,0.488666
,,,0.489264
,,,0.490313
,,,0.49033
,,,0.490353
,,,0.490677
,,,0.491149
,,,0.491344
,,,0.492218
,,,0.49333
,,,0.493911
,,,0.495057
,,,0.495164
,,,0.496541
,,,0.496542
,,,0.496932
,,,0.496957
,,,0.496999
,,,0.498249
,,,0.498458
,,,0.498486
,,,0.499027
,,,0.499846
,,,0.500062
,,,0.501575
,,,0.501853
,,,0.502547
,,,0.5027
,,,0.504751
,,,0.505261
,,,0.505711
,,,0.50604
,,,0.50758
,,,0.508115
,,,0.508193
,,,0.508287
,,,0.508783
,,,0.510467
,,,0.510737
,,,0.51144
,,,0.512293
,,,0.513531
,,,0.513551
,,,0.51487
,,,0.515259
,,,0.51587
,,,0.518313
,,,0.522406
,,,0.522557
,,,0.52295
,,,0.524453
,,,0.525927
,,,0.526533
,,,0.526791
,,,0.527032
,,,0.527817
,,,0.52798
,,,0.528598
,,,0.530904
,,,0.531667
,,,0.533357
,,,0.533387
,,,0.533562
,,,0.533998
,,,0.53536
,,,0.535778
,,,0.53601
,,,0.540099
,,,0.540244
,,,0.54042
,,,0.540641
,,,0.541731
,,,0.541925
,,,0.542509
,,,0.542745
,,,0.544207
,,,0.54534
,,,0.545506
,,,0.546186
,,,0.548495
,,,0.549432
,,,0.549968
,,,0.551094
,,,0.551161
,,,0.55152
,,,0.553279
,,,0.553522
,,,0.555791
,,,0.555968
,,,0.556546
,,,0.5572
,,,0.559044
,,,0.56037
,,,0.560415
,,,0.560805
,,,0.561847
,,,0.561867
,,,0.562193
,,,0.56241
,,,0.562502
,,,0.562602
,,,0.564127
,,,0.564237
,,,0.564374
,,,0.564762
,,,0.569339
,,,0.571432
,,,0.571618
,,,0.57171
,,,0.573282
,,,0.573703
,,,0.578377
,,,0.578473
,,,0.57922
,,,0.579882
,,,0.580029
,,,0.580524
,,,0.581214
,,,0.581516
,,,0.582215
,,,0.584192
,,,0.584581
,,,0.585074
,,,0.585404
,,,0.586406
,,,0.587777
,,,0.587927
,,,0.589162
,,,0.590573
,,,0.591334
,,,0.591564
,,,0.592015
,,,0.592174
,,,0.594025
,,,0.594159
,,,0.594326
,,,0.594823
,,,0.594928
,,,0.596884
,,,0.597003
,,,0.597395
,,,0.598045
,,,0.598281
,,,0.598655
,,,0.599443
,,,0.600758
,,,0.601647
,,,0.60201
,,,0.602469
,,,0.602659
,,,0.602881
,,,0.60293
,,,0.604568
,,,0.607675
,,,0.609043
,,,0.609547
,,,0.609736
,,,0.609907
,,,0.610093
,,,0.611164
,,,0.611382
,,,0.613471
,,,0.613975
,,,0.61482
,,,0.615488
,,,0.615822
,,,0.616158
,,,0.616291
,,,0.619377
,,,0.619759
,,,0.620502
,,,0.620979
,,,0.621863
,,,0.623009
,,,0.623035
,,,0.623305
,,,0.624622
,,,0.625029
,,,0.625165
,,,0.62599
,,,0.626229
,,,0.627156
,,,0.628646
,,,0.629139
,,,0.629311
,,,0.629475
,,,0.629824
,,,0.630961
,,,0.631135
,,,0.631982
,,,0.632802
,,,0.634666
,,,0.636149
,,,0.636816
,,,0.63727
,,,0.637499
,,,0.639835
,,,0.63998
,,,0.640303
,,,0.640933
,,,0.641068
,,,0.641076
,,,0.641579
,,,0.641943
,,,0.64395
,,,0.644013
,,,0.645518
,,,0.646612
,,,0.647518
,,,0.648997
,,,0.649343
,,,0.650218
,,,0.652888
,,,0.654794
,,,0.655006
,,,0.655229
,,,0.656237
,,,0.656647
,,,0.65724
,,,0.657543
,,,0.657862
,,,0.658695
,,,0.661672
,,,0.662226
,,,0.663556
,,,0.664944
,,,0.667207
,,,0.667343
,,,0.668568
,,,0.670551
,,,0.67074
,,,0.671068
,,,0.67241
