Control,Stop,Synonymous,Missense
,,,0.67391
,,,0.674426
,,,0.674667
,,,0.674824
,,,0.675309
,,,0.676747
,,,0.67735
,,,0.67852
,,,0.678792
,,,0.679559
,,,0.680878
,,,0.683577
,,,0.684225
,,,0.684947
,,,0.685453
,,,0.685456
,,,0.686534
,,,0.686832
,,,0.688639
,,,0.690481
,,,0.690501
,,,0.69085
,,,0.691637
,,,0.692915
,,,0.693466
,,,0.693473
,,,0.694136
,,,0.694431
,,,0.694528
,,,0.694828
,,,0.695485
,,,0.695594
,,,0.69571
,,,0.695724
,,,0.697769
,,,0.697949
,,,0.69851
,,,0.698624
,,,0.700505
,,,0.700513
,,,0.700554
,,,0.700557
,,,0.703663
,,,0.705747
,,,0.705933
,,,0.707703
,,,0.707917
,,,0.709472
,,,0.710936
,,,0.712703
,,,0.71366
,,,0.713931
,,,0.71435
,,,0.714528
,,,0.715552
,,,0.716193
,,,0.716261
,,,0.716554
,,,0.71738
,,,0.718046
,,,0.718174
,,,0.718525
,,,0.718536
,,,0.718542
,,,0.718548
,,,0.719592
,,,0.719923
,,,0.720267
,,,0.720346
,,,0.723822
,,,0.724207
,,,0.724667
,,,0.725411
,,,0.726364
,,,0.726674
,,,0.72921
,,,0.729495
,,,0.732063
,,,0.73302
,,,0.734419
,,,0.734979
,,,0.734987
,,,0.738581
,,,0.738988
,,,0.739137
,,,0.739458
,,,0.739976
,,,0.741231
,,,0.743038
,,,0.743423
,,,0.743965
,,,0.744394
,,,0.745656
,,,0.746369
,,,0.74645
,,,0.74681
,,,0.747335
,,,0.747673
,,,0.75036
,,,0.750503
,,,0.750847
,,,0.751967
,,,0.752569
,,,0.752591
,,,0.75287
,,,0.753024
,,,0.75371
,,,0.756405
,,,0.756918
,,,0.757183
,,,0.758949
,,,0.759185
,,,0.760176
,,,0.760372
,,,0.761829
,,,0.763019
,,,0.763713
,,,0.763987
,,,0.765013
,,,0.765659
,,,0.766175
,,,0.767702
,,,0.768904
,,,0.76931
,,,0.770622
,,,0.772751
,,,0.773581
,,,0.773646
,,,0.773743
,,,0.774763
,,,0.776659
,,,0.779125
,,,0.779605
,,,0.77975
,,,0.780252
,,,0.781139
,,,0.781583
,,,0.78215
,,,0.78221
,,,0.783118
,,,0.784281
,,,0.784311
,,,0.787173
,,,0.787655
,,,0.788804
,,,0.790371
,,,0.790942
,,,0.794921
,,,0.796314
,,,0.79852
,,,0.798972
,,,0.799116
,,,0.799242
,,,0.799919
,,,0.800443
,,,0.801076
,,,0.801109
,,,0.801149
,,,0.80134
,,,0.801659
,,,0.802528
,,,0.802996
,,,0.803173
,,,0.803227
,,,0.803626
,,,0.803716
,,,0.805352
,,,0.805373
,,,0.805924
,,,0.806066
,,,0.807614
,,,0.808159
,,,0.80893
,,,0.81077
,,,0.810965
,,,0.81138
,,,0.812172
,,,0.812378
,,,0.813814
,,,0.814154
,,,0.815022
,,,0.816737
,,,0.81951
,,,0.819608
,,,0.820375
,,,0.82056
,,,0.822995
,,,0.824212
,,,0.825659
,,,0.826449
,,,0.829238
,,,0.82991
,,,0.830455
,,,0.830482
,,,0.830852
,,,0.830914
,,,0.831472
,,,0.83197
,,,0.833346
,,,0.833634
,,,0.833667
,,,0.833759
,,,0.8341
,,,0.834478
,,,0.834489
,,,0.834743
,,,0.836105
,,,0.836467
,,,0.836609
,,,0.83797
,,,0.838081
,,,0.83831
,,,0.83893
,,,0.83946
,,,0.841269
,,,0.842502
,,,0.843903
,,,0.845876
,,,0.846729
,,,0.846807
,,,0.847399
,,,0.847427
,,,0.847473
,,,0.847705
,,,0.848985
,,,0.849535
,,,0.852887
,,,0.853187
,,,0.853345
,,,0.853458
,,,0.855147
,,,0.856177
,,,0.857183
,,,0.857786
,,,0.857896
,,,0.85923
,,,0.860233
,,,0.861076
,,,0.861636
,,,0.863625
,,,0.864624
,,,0.864638
,,,0.865033
,,,0.865421
,,,0.866125
,,,0.866132
,,,0.86808
,,,0.868243
,,,0.868348
,,,0.868426
,,,0.86888
,,,0.869643
,,,0.870497
,,,0.87165
,,,0.872849
,,,0.873097
,,,0.873452
,,,0.873885
,,,0.874676
,,,0.875119
,,,0.875124
,,,0.87568
,,,0.875697
,,,0.878458
,,,0.878465
,,,0.880186
,,,0.881021
,,,0.881599
,,,0.881869
,,,0.882326
,,,0.882677
,,,0.884619
,,,0.884845
,,,0.886926
,,,0.891079
,,,0.892478
,,,0.893634
,,,0.894043
,,,0.895989
,,,0.896908
,,,0.900269
,,,0.901425
,,,0.904152
,,,0.904391
,,,0.90519
,,,0.906453
,,,0.906712
,,,0.908232
,,,0.910455
,,,0.911329
,,,0.911377
,,,0.911472
,,,0.912285
,,,0.914302
,,,0.914339
,,,0.91736
,,,0.917367
,,,0.918049
,,,0.919487
,,,0.919644
,,,0.92026
,,,0.921499
,,,0.922505
,,,0.923219
,,,0.923359
,,,0.924008
,,,0.924097
,,,0.925929
,,,0.927834
,,,0.928466
,,,0.930277
,,,0.930295
,,,0.930954
,,,0.931524
,,,0.932501
,,,0.932631
,,,0.933498
,,,0.934226
,,,0.935267
,,,0.935548
,,,0.935759
,,,0.935814
,,,0.936019
,,,0.937235
,,,0.939784
,,,0.939909
,,,0.940181
,,,0.941174
,,,0.941339
,,,0.94148
,,,0.94183
,,,0.942002
,,,0.942196
,,,0.943636
,,,0.944982
,,,0.945054
,,,0.945739
,,,0.945837
,,,0.946718
,,,0.9468
,,,0.950967
,,,0.9512
,,,0.95254
,,,0.953049
,,,0.953176
,,,0.953504
,,,0.953907
,,,0.954185
,,,0.954782
,,,0.956104
,,,0.956611
,,,0.956797
,,,0.957486
,,,0.957507
,,,0.957612
,,,0.95834
,,,0.958772
,,,0.958875
,,,0.959289
,,,0.960987
,,,0.962122
,,,0.962273
,,,0.962842
,,,0.965571
,,,0.966283
,,,0.966902
,,,0.96722
,,,0.968232
,,,0.971049
,,,0.971943
,,,0.973387
,,,0.974332
,,,0.975433
,,,0.976482
,,,0.976671
,,,0.977265
,,,0.977988
,,,0.979722
,,,0.980248
,,,0.981845
,,,0.983208
,,,0.984654
,,,0.986662
,,,0.989175
,,,0.989266
,,,0.99117
,,,0.992405
,,,0.992563
,,,0.993531
,,,0.994267
,,,0.994436
,,,0.995064
,,,0.995179
,,,0.998457
,,,1.000594
,,,1.001246
,,,1.002809
,,,1.007541
,,,1.008018
,,,1.009671
,,,1.010023
,,,1.010445
,,,1.010947
,,,1.01324
,,,1.013594
,,,1.014498
,,,1.014552
,,,1.015448
,,,1.016037
,,,1.016132
,,,1.016572
,,,1.016654
,,,1.017589
,,,1.017702
,,,1.018053
,,,1.019277
,,,1.019839
,,,1.021061
,,,1.021264
,,,1.022238
,,,1.023861
,,,1.02445
,,,1.024648
,,,1.025289
,,,1.026986
,,,1.028426
,,,1.028664
,,,1.029423
,,,1.029823
,,,1.031487
,,,1.031792
,,,1.032287
,,,1.0325
,,,1.03316
,,,1.033752
,,,1.035423
,,,1.038388
,,,1.039452
,,,1.039713
,,,1.039868
,,,1.040847
,,,1.042436
,,,1.042524
,,,1.043607
,,,1.044313
,,,1.045547
,,,1.046195
,,,1.047045
,,,1.04938
,,,1.04955
,,,1.050747
,,,1.052261
,,,1.052392
,,,1.053831
,,,1.055231
,,,1.055517
,,,1.059757
,,,1.060083
,,,1.06025
,,,1.060786
,,,1.060992
,,,1.061817
,,,1.062103
,,,1.06246
,,,1.064052
,,,1.065035
,,,1.065427
,,,1.065751
,,,1.066111
,,,1.066328
,,,1.067025
,,,1.067228
,,,1.068573
,,,1.071574
,,,1.072487
,,,1.073002
,,,1.074278
,,,1.074316
,,,1.075478
,,,1.076047
,,,1.077584
,,,1.078506
,,,1.078963
,,,1.080615
,,,1.080751
,,,1.081845
,,,1.082493
,,,1.083073
,,,1.083833
,,,1.084661
,,,1.086
,,,1.089096
,,,1.090612
,,,1.092953
,,,1.09372
,,,1.095576
,,,1.096989
,,,1.097365
,,,1.099374
,,,1.099927
,,,1.102568
,,,1.103283
,,,1.103806
,,,1.105376
,,,1.105486
,,,1.105629
,,,1.106827
,,,1.107348
,,,1.107675
,,,1.109617
,,,1.110375
,,,1.110419
,,,1.110732
,,,1.110826
,,,1.111046
,,,1.111268
,,,1.112454
,,,1.113224
,,,1.113852
,,,1.114622
,,,1.114695
,,,1.115755
,,,1.116438
,,,1.11691
,,,1.121252
,,,1.12186
,,,1.124251
,,,1.124375
,,,1.124696
,,,1.12489
,,,1.125712
,,,1.126037
,,,1.126216
,,,1.128793
,,,1.129184
,,,1.130157
,,,1.130981
,,,1.132893
,,,1.133252
,,,1.134813
,,,1.135111
,,,1.135971
,,,1.137146
,,,1.138107
,,,1.139805
,,,1.14023
,,,1.140576
,,,1.140897
,,,1.141086
,,,1.141246
,,,1.14145
,,,1.145466
,,,1.145622
,,,1.145812
,,,1.147563
,,,1.150613
,,,1.154258
,,,1.154288
,,,1.154567
,,,1.154569
,,,1.155437
,,,1.155559
,,,1.156035
,,,1.156673
,,,1.158588
,,,1.159435
,,,1.160341
,,,1.162763
,,,1.16554
,,,1.165685
,,,1.16597
,,,1.166973
,,,1.167537
,,,1.16981
,,,1.171347
,,,1.172041
,,,1.173857
,,,1.174072
,,,1.174738
,,,1.177155
,,,1.1779
,,,1.178933
,,,1.179885
,,,1.181006
,,,1.18123
,,,1.181428
,,,1.181751
,,,1.181842
,,,1.1821
,,,1.182356
,,,1.184485
,,,1.18585
,,,1.186354
,,,1.186857
,,,1.187473
,,,1.188478
,,,1.189134
,,,1.191459
,,,1.191684
,,,1.192565
,,,1.192891
,,,1.194552
,,,1.194565
,,,1.194871
,,,1.197389
,,,1.197644
,,,1.198627
,,,1.200024
,,,1.200824
,,,1.200896
,,,1.200896
,,,1.201104
,,,1.203071
,,,1.203656
,,,1.204407
,,,1.2077
,,,1.207802
,,,1.210076
,,,1.210433
,,,1.21107
,,,1.214517
,,,1.216641
,,,1.217341
,,,1.218794
,,,1.219357
,,,1.221656
,,,1.222107
,,,1.222228
,,,1.223719
,,,1.225542
,,,1.225947
,,,1.226918
,,,1.229461
,,,1.229603
,,,1.23008
,,,1.231329
,,,1.231519
,,,1.231802
,,,1.233472
,,,1.235902
,,,1.240392
,,,1.240423
,,,1.241407
,,,1.243761
,,,1.243867
,,,1.244677
,,,1.245385
,,,1.245422
,,,1.246295
,,,1.246742
,,,1.247161
,,,1.247165
,,,1.247411
,,,1.247791
,,,1.248004
,,,1.248112
,,,1.248858
,,,1.248892
,,,1.251928
,,,1.251938
,,,1.252365
,,,1.252621
,,,1.256016
,,,1.256762
,,,1.256847
,,,1.257687
,,,1.258076
,,,1.261468
,,,1.261868
,,,1.262404
,,,1.263733
,,,1.268397
,,,1.269752
,,,1.272782
,,,1.273669
,,,1.273724
,,,1.275606
,,,1.27625
,,,1.276326
,,,1.278212
,,,1.278518
,,,1.280082
,,,1.280319
,,,1.28053
,,,1.281209
,,,1.28311
,,,1.286431
,,,1.28779
,,,1.288282
,,,1.289336
,,,1.289409
,,,1.289648
,,,1.289676
,,,1.292265
,,,1.29373
,,,1.295909
,,,1.297052
,,,1.298649
,,,1.298789
,,,1.300547
,,,1.301382
,,,1.304244
,,,1.306068
,,,1.306562
,,,1.306878
,,,1.307765
,,,1.308326
,,,1.311016
,,,1.311955
,,,1.313087
,,,1.313087
,,,1.313766
,,,1.313852
,,,1.314173
,,,1.314746
,,,1.315742
,,,1.316682
,,,1.316963
,,,1.318211
,,,1.319672
,,,1.320003
,,,1.320777
,,,1.321161
,,,1.321672
,,,1.322787
,,,1.32419
,,,1.324515
,,,1.325086
,,,1.325774
,,,1.326131
,,,1.328919
,,,1.329384
,,,1.329788
,,,1.330719
,,,1.331445
,,,1.332535
,,,1.332751
,,,1.333615
,,,1.334282
,,,1.335049
,,,1.337407
,,,1.338028
,,,1.338109
,,,1.344575
,,,1.347236
,,,1.347404
,,,1.348718
,,,1.350637
,,,1.352613
,,,1.353525
,,,1.353773
,,,1.354525
,,,1.35512
,,,1.357292
,,,1.357871
,,,1.357939
,,,1.35845
,,,1.359051
,,,1.359137
,,,1.359926
,,,1.361081
,,,1.362484
,,,1.363305
,,,1.365575
,,,1.367696
,,,1.368006
,,,1.369367
,,,1.369582
,,,1.369856
,,,1.369882
,,,1.371016
,,,1.371275
,,,1.3717
,,,1.372088
,,,1.372943
,,,1.373125
,,,1.374201
,,,1.374263
,,,1.37435
,,,1.376463
,,,1.376921
,,,1.378072
,,,1.378441
,,,1.380067
,,,1.380514
,,,1.380639
,,,1.380794
,,,1.380892
,,,1.38136
,,,1.382441
,,,1.382799
,,,1.382814
,,,1.385703
,,,1.38664
,,,1.387448
,,,1.390075
,,,1.390785
,,,1.392296
,,,1.395971
,,,1.396154
,,,1.396216
,,,1.397915
,,,1.398388
,,,1.399076
,,,1.399428
,,,1.401251
,,,1.402782
,,,1.404167
,,,1.407022
,,,1.407511
,,,1.413044
,,,1.413853
,,,1.415949
,,,1.418104
,,,1.418922
,,,1.420588
,,,1.422321
,,,1.423713
,,,1.424686
,,,1.425155
,,,1.42664
,,,1.427032
,,,1.427604
,,,1.428566
,,,1.428988
,,,1.432523
,,,1.433867
,,,1.43432
,,,1.434524
,,,1.435879
,,,1.436066
,,,1.439363
,,,1.440243
,,,1.440464
,,,1.440703
,,,1.441258
,,,1.442895
,,,1.442953
,,,1.444554
,,,1.444797
,,,1.445664
,,,1.448419
,,,1.451033
,,,1.453006
,,,1.453333
,,,1.453437
,,,1.454511
,,,1.45508
,,,1.456166
,,,1.460979
,,,1.461155
,,,1.461872
,,,1.461882
,,,1.462654
,,,1.464696
,,,1.465697
,,,1.465776
,,,1.466006
,,,1.46802
,,,1.468406
,,,1.47234
,,,1.474507
,,,1.477051
,,,1.47864
,,,1.48043
,,,1.481676
,,,1.482184
,,,1.48606
,,,1.486787
,,,1.487086
,,,1.489814
,,,1.490726
,,,1.494079
,,,1.494232
,,,1.495043
,,,1.496384
,,,1.496813
,,,1.498702
,,,1.499039
,,,1.499758
,,,1.499899
,,,1.500366
,,,1.502226
,,,1.503429
,,,1.50351
,,,1.503905
,,,1.507293
,,,1.508012
,,,1.508199
,,,1.50822
,,,1.509024
,,,1.509196
,,,1.511715
,,,1.511777
,,,1.512407
,,,1.512932
,,,1.514156
,,,1.515329
,,,1.515337
,,,1.517466
,,,1.519153
,,,1.519178
,,,1.519372
,,,1.521301
,,,1.521566
,,,1.521781
,,,1.522658
,,,1.523338
,,,1.526993
,,,1.528112
,,,1.528772
,,,1.528899
,,,1.529301
,,,1.529606
,,,1.529658
,,,1.529704
,,,1.530482
,,,1.531039
,,,1.532818
,,,1.533311
,,,1.533504
,,,1.534468
,,,1.535398
,,,1.536634
,,,1.537628
,,,1.538448
,,,1.54187
,,,1.54237
,,,1.544128
,,,1.546115
,,,1.549803
,,,1.555033
,,,1.555752
,,,1.555877
,,,1.556367
,,,1.557742
,,,1.557775
,,,1.558424
,,,1.558507
,,,1.558753
,,,1.560117
,,,1.560906
,,,1.561145
,,,1.565701
,,,1.567722
,,,1.567784
,,,1.568767
,,,1.570834
,,,1.570892
,,,1.571716
,,,1.572274
,,,1.575763
,,,1.576351
,,,1.578821
,,,1.581431
,,,1.581904
,,,1.582444
,,,1.583125
,,,1.584132
,,,1.586869
,,,1.587168
,,,1.588855
,,,1.589218
,,,1.593047
,,,1.593182
,,,1.59353
,,,1.594909
,,,1.595101
,,,1.595146
,,,1.596242
,,,1.598237
,,,1.599465
,,,1.599995
,,,1.601186
,,,1.602138
,,,1.602959
,,,1.604319
,,,1.60465
,,,1.605007
,,,1.606699
,,,1.609952
,,,1.61028
,,,1.610343
,,,1.613016
,,,1.61387
,,,1.615647
,,,1.616567
,,,1.617463
,,,1.620517
,,,1.620583
,,,1.621686
,,,1.623011
,,,1.623491
,,,1.623599
,,,1.623742
,,,1.623762
,,,1.624561
,,,1.62486
,,,1.626844
,,,1.62812
,,,1.628138
,,,1.628518
,,,1.629681
,,,1.63071
,,,1.631173
,,,1.633545
,,,1.633986
,,,1.634841
,,,1.635405
,,,1.637379
,,,1.637582
,,,1.637874
,,,1.641603
,,,1.643666
,,,1.647575
,,,1.649688
,,,1.65007
,,,1.650751
,,,1.653078
,,,1.653331
,,,1.653447
,,,1.653583
,,,1.654008
,,,1.654981
,,,1.656273
,,,1.656803
,,,1.658066
,,,1.65843
,,,1.662321
,,,1.662448
,,,1.663205
,,,1.663714
,,,1.666396
,,,1.670995
,,,1.6721
,,,1.672758
,,,1.673614
,,,1.674448
,,,1.675356
,,,1.676544
,,,1.678176
,,,1.678911
,,,1.687502
,,,1.688001
,,,1.688007
,,,1.688628
,,,1.690795
,,,1.692147
,,,1.692191
,,,1.692979
,,,1.694979
,,,1.695081
,,,1.695162
,,,1.695423
,,,1.696816
,,,1.700097
,,,1.70036
,,,1.701616
,,,1.701642
,,,1.702269
,,,1.704195
,,,1.704761
,,,1.70696
,,,1.708149
,,,1.712241
,,,1.712307
,,,1.712888
,,,1.71398
,,,1.717187
,,,1.717725
,,,1.71831
,,,1.719869
,,,1.720181
,,,1.722813
,,,1.72349
,,,1.72366
,,,1.723675
,,,1.724657
,,,1.724809
,,,1.727529
,,,1.727887
,,,1.728661
,,,1.730638
,,,1.733208
,,,1.733836
,,,1.735141
,,,1.736234
,,,1.736974
,,,1.739205
,,,1.741015
,,,1.74129
,,,1.741561
,,,1.743228
,,,1.74422
,,,1.746819
,,,1.747562
,,,1.748173
,,,1.748812
,,,1.749414
,,,1.749682
,,,1.751588
,,,1.753018
,,,1.755233
,,,1.75578
,,,1.756651
,,,1.758488
,,,1.758527
,,,1.759926
,,,1.760379
,,,1.768508
,,,1.769129
,,,1.769354
,,,1.769656
,,,1.771393
,,,1.773184
,,,1.773469
,,,1.775306
,,,1.775901
,,,1.780682
,,,1.781267
,,,1.782246
,,,1.783257
,,,1.785485
,,,1.785529
,,,1.787225
,,,1.787287
,,,1.78821
,,,1.791172
,,,1.793207
,,,1.794131
,,,1.794149
,,,1.794851
,,,1.79837
,,,1.800031
,,,1.800082
,,,1.800416
,,,1.800848
,,,1.800886
,,,1.803053
,,,1.803101
,,,1.806559
,,,1.806867
,,,1.808199
,,,1.808254
,,,1.810466
,,,1.811832
,,,1.812526
,,,1.812551
,,,1.818934
,,,1.821457
,,,1.823553
,,,1.823633
,,,1.823643
,,,1.825594
,,,1.825797
,,,1.829437
,,,1.831454
,,,1.83255
,,,1.83391
,,,1.833958
,,,1.834057
,,,1.834342
,,,1.834525
,,,1.83744
,,,1.839473
,,,1.840685
,,,1.841875
,,,1.842012
,,,1.843405
,,,1.844608
,,,1.844637
,,,1.845292
,,,1.846653
,,,1.847594
,,,1.847832
,,,1.848661
,,,1.850856
,,,1.854245
,,,1.858215
,,,1.858661
,,,1.861618
,,,1.862638
,,,1.862919
,,,1.863797
,,,1.864751
,,,1.865046
,,,1.865077
,,,1.868124
,,,1.869008
,,,1.873803
,,,1.874304
,,,1.875207
,,,1.875479
,,,1.875506
,,,1.881084
,,,1.881091
,,,1.883553
,,,1.883873
,,,1.884686
,,,1.885825
,,,1.885995
,,,1.8861
,,,1.886239
,,,1.889633
,,,1.889655
,,,1.894536
,,,1.894552
,,,1.8947
,,,1.8982
,,,1.89878
,,,1.89949
,,,1.899691
,,,1.901601
,,,1.90196
,,,1.902362
,,,1.903405
,,,1.904505
,,,1.905001
,,,1.908313
,,,1.909059
,,,1.910529
,,,1.912442
,,,1.916851
,,,1.917057
,,,1.926503
,,,1.928787
,,,1.929
,,,1.930262
,,,1.930476
,,,1.932076
,,,1.932598
,,,1.932991
,,,1.933682
,,,1.936341
,,,1.93681
,,,1.938364
,,,1.941582
,,,1.942754
,,,1.948166
,,,1.950309
,,,1.951719
,,,1.952545
,,,1.95642
,,,1.960179
,,,1.964312
,,,1.9679
,,,1.968044
,,,1.974052
,,,1.97476
,,,1.976294
,,,1.977495
,,,1.978575
,,,1.978659
,,,1.982391
,,,1.984114
,,,1.987041
,,,1.993051
,,,1.99357
,,,1.999591
,,,2.000141
,,,2.000955
,,,2.002533
,,,2.002855
,,,2.00497
,,,2.006531
,,,2.00926
,,,2.009496
,,,2.010599
,,,2.012465
,,,2.012716
,,,2.013336
,,,2.015215
,,,2.017246
,,,2.017389
,,,2.020211
,,,2.021498
,,,2.022189
,,,2.026431
,,,2.028228
,,,2.033191
,,,2.033718
,,,2.03457
,,,2.034767
,,,2.037084
,,,2.037334
,,,2.040118
,,,2.052982
,,,2.054483
,,,2.055779
,,,2.058463
,,,2.060196
,,,2.0664
,,,2.071754
,,,2.076805
,,,2.079664
,,,2.080549
,,,2.082552
,,,2.088598
,,,2.091744
,,,2.092071
,,,2.092433
,,,2.098927
,,,2.099542
,,,2.104209
,,,2.110231
,,,2.11056
,,,2.110576
,,,2.112283
,,,2.114831
,,,2.116077
,,,2.116406
,,,2.118562
,,,2.122612
,,,2.124348
,,,2.131
,,,2.132164
,,,2.132686
,,,2.134531
,,,2.137919
,,,2.140417
,,,2.1409
,,,2.141522
,,,2.14421
,,,2.144354
,,,2.150209
,,,2.152398
,,,2.152581
,,,2.159815
,,,2.159834
,,,2.160243
,,,2.160284
,,,2.161722
,,,2.166542
,,,2.167073
,,,2.16932
,,,2.175343
,,,2.178719
,,,2.17933
,,,2.182921
,,,2.192707
,,,2.19479
,,,2.19878
,,,2.200213
,,,2.200587
,,,2.20316
,,,2.207811
,,,2.208374
,,,2.213752
,,,2.213758
,,,2.215474
,,,2.218807
,,,2.219381
,,,2.225581
,,,2.227066
,,,2.228154
,,,2.231314
,,,2.233023
,,,2.236106
,,,2.248617
,,,2.249622
,,,2.251513
,,,2.25278
,,,2.257066
,,,2.259486
,,,2.261611
,,,2.264226
,,,2.268163
,,,2.268637
,,,2.269776
,,,2.272319
,,,2.277001
,,,2.277481
,,,2.280963
,,,2.286052
,,,2.293052
,,,2.294238
,,,2.296581
,,,2.296778
,,,2.297837
,,,2.300095
,,,2.303766
,,,2.303839
,,,2.306027
,,,2.309145
,,,2.31521
,,,2.320978
,,,2.323192
,,,2.323502
,,,2.327807
,,,2.330863
,,,2.331399
,,,2.331893
,,,2.337137
,,,2.338207
,,,2.344408
,,,2.344841
,,,2.346723
,,,2.346726
,,,2.350346
,,,2.352126
,,,2.357215
,,,2.358523
,,,2.367369
,,,2.370025
,,,2.371521
,,,2.376243
,,,2.379378
,,,2.380167
,,,2.38121
,,,2.382079
,,,2.382647
,,,2.384164
,,,2.385003
,,,2.385655
,,,2.387265
,,,2.387621
,,,2.388693
,,,2.391137
,,,2.392206
,,,2.392693
,,,2.394756
,,,2.397858
,,,2.400574
,,,2.408482
,,,2.409882
,,,2.418762
,,,2.424076
,,,2.428339
,,,2.430376
,,,2.431716
,,,2.442215
,,,2.443813
,,,2.447636
,,,2.453055
,,,2.460113
,,,2.463181
,,,2.464619
,,,2.466257
,,,2.467213
,,,2.470107
,,,2.471567
,,,2.473875
,,,2.473961
,,,2.478665
,,,2.481399
,,,2.481629
,,,2.484193
,,,2.488809
,,,2.48888
,,,2.492096
,,,2.493655
,,,2.496753
,,,2.501494
,,,2.506464
,,,2.511953
,,,2.513066
,,,2.516346
,,,2.520439
,,,2.520724
,,,2.52437
,,,2.534134
,,,2.544038
,,,2.54589
,,,2.546481
,,,2.55079
,,,2.565972
,,,2.57714
,,,2.577387
,,,2.57819
,,,2.589832
,,,2.590067
,,,2.591355
,,,2.592309
,,,2.592388
,,,2.595453
,,,2.597188
,,,2.598876
,,,2.599271
,,,2.602783
,,,2.610271
,,,2.610875
,,,2.62057
,,,2.627595
,,,2.627796
,,,2.630032
,,,2.640055
,,,2.645369
,,,2.65035
,,,2.654553
,,,2.655211
,,,2.660143
,,,2.663074
,,,2.663732
,,,2.6669
,,,2.670261
,,,2.672748
,,,2.677185
,,,2.683018
,,,2.693973
,,,2.695669
,,,2.721222
,,,2.722631
,,,2.735797
,,,2.740963
,,,2.756668
,,,2.764682
,,,2.766803
,,,2.769708
,,,2.772375
,,,2.782493
,,,2.789298
,,,2.798945
,,,2.800314
,,,2.801717
,,,2.807277
,,,2.809341
,,,2.810136
,,,2.813711
,,,2.816572
,,,2.821627
,,,2.82281
,,,2.850606
,,,2.850731
,,,2.866768
,,,2.867553
,,,2.871867
,,,2.872549
,,,2.875986
,,,2.885628
,,,2.894971
,,,2.901893
,,,2.902329
,,,2.906435
,,,2.91754
,,,2.920104
,,,2.927633
,,,2.928031
,,,2.936812
,,,2.943109
,,,2.94366
,,,2.94983
,,,2.951947
,,,2.960442
,,,2.967671
,,,2.971626
,,,2.97498
,,,2.984288
,,,2.9922
,,,2.995068
,,,3.010819
,,,3.023793
,,,3.046023
,,,3.058561
,,,3.064734
,,,3.067671
,,,3.07421
,,,3.080905
,,,3.083415
,,,3.11645
,,,3.123742
,,,3.129841
,,,3.130609
,,,3.131906
,,,3.149977
,,,3.153588
,,,3.153972
,,,3.159608
,,,3.178806
,,,3.186963
,,,3.197824
,,,3.200167
,,,3.201364
,,,3.211275
,,,3.212913
,,,3.220521
,,,3.251097
,,,3.257835
,,,3.283055
,,,3.286204
,,,3.321242
,,,3.32787
,,,3.378254
,,,3.39949
,,,3.446047
,,,3.462364
,,,3.479937
,,,3.55821
,,,3.584719
,,,3.58757
,,,3.644936
,,,3.655312
,,,3.711472
,,,3.724134
,,,3.772085
,,,3.779845
,,,3.781241
,,,3.810693
,,,3.862611
,,,4.109491
,,,4.180941
,,,4.182369
,,,4.192545
,,,4.192711
,,,4.215297
,,,4.74002
,,,5.591945
,,,5.827563
,,,6.190803
,,,7.913073